,상품명,주종,도수,용량,원재료,가격수정,ml당_가격,맛,바디감,향,목넘김,신맛,청량감,단맛,균형감,contents
406,청명주 750,약주,17.0,750,"국내산찹쌀,누룩,소맥분",36000,48.0,,4.0,,,4.0,2.0,4.0,,수백 년을 이어져 내려온 재래 전통비법으로 빚은 청명주는 그윽한 기와 독특한 감칠맛이 그대로 살아 숨쉬는 술이다 중원당 청명주는 국내산 원료만을 사용하여 술을 빚으며 찹쌀과 누룩 소맥분을 제외한 일체의 인공감미료나 첨가물을 넣지 않고 저온에서 오랜 기간 발 숙성한다 알코올에 색과 맛이 뛰어나다 청명 이름처럼 맑고 깨끗한 약주 청명은 춘분과 곡우 사이에 들어 있는 절기의 하나로 양력으로 월에 당한다 농사일을 시작하는 빚어 농경이 한창인 곡우 입하 무렵에 농주로 음용하였다 조선시대 한강 상류의 범선 집결지인 충주 지방 일대를 오가는 과객들이 즐겨 마시기 옛 사대부가 손님접대용은 명절과 기일에 제주로 애용되었고 궁중에 진상하기도 하였다 청명주는 도소주 신도주 국주와 대표적인 절기주의 하나이다 옛 문에서 전하는 청명주 청명주의 빚는 방법은 주방문 음식보 임원경제지 양주방 등에 술 빚는 법을 소개하고 이익은 성사설에서 나는 평생 청명주를 가장 좋아하며 청명주의 양조 방법을 시나 잊어버릴까 두려워서 기록 둔다고 적었으며 이규경은 청명주변증설에서 청명주는 우리나라 금천 사람만이 만들 수 있으나 금천의 물이 이룰 수 없으며 지방에서는 모방도 이와 않다며 청명주만의 매력을 소개하고 찾아가는 양조장으로 선정되다 청명주를 생산하고 있는 제조사 중원당은 농림축산식품부에서 선정하는 찾아가는 양조장에 선정되었다 찾아가는 양조장은 양조장 문체과 지역관광을 연계하는 전통주문체관광상품이다 중원당에서는 전통주 빚기 체 도자 빚기 체 등이 운영되고 있으며 충북 무문재로 지정된 청명주의 역사와 제조방법 청명주에 얽 이야기 등을 소개하고 있다청명주 풍부한 과실 찹쌀 특유의 진득함과 단맛 생약주 특유의 새콤함의 조가 이뤄진 술이다 청명주가 나오는 충주 탄금대는 남한강 나루터가 있는 곳으로 예로부터 민물 매운탕이 유명던 곳이다 쏘가리 메기 잡어 진득한 국물의 민물고기 매운탕이 잘 어울린다 진득하고 새콤한 맛으로 수육 보쌈 담백한 고기류하고의 매칭도 좋다
407,청산녹수 꿀막걸리,탁주,8.0,750,쌀,18000,24.0,,4.0,,,2.0,3.0,1.0,,농업사법인주청산녹수의 청산녹수 생탁에 천연 벌꿀을 가미하여 젊은 여성 소비자가 막걸리에 대한 거부감 없이 쉽게 접할 수 있도록 만든 제품이다 전남 장성군의 자랑인 편백나무숲 맑은 공기와 청정한 물 국내산 쌀과 전통누룩으로 빚어 저온에서 숙성한 제품이다 주청산녹수만의 전통 누룩을 사용하여 전통적인 막걸리 맛을 지키면서 트랜디한 단맛을 자랑하는 제품이다 청산녹수 농업사법인주청산녹수는 과거 장인들이 그랬듯 더 좋은 술을 만들기 위 좋은 물을 찾아 청산백암산과 녹수장성를 돌아 르는 룡강이 만든 천의 곡창지대 전라남도 장성군에 터를 잡았다 전남대학교 전통발과학기술연구소와 유기농 막걸리 사미인주 출시를 시작으로 전통에 기반을 두고 대발과학기술을 접목하여 독창적인 제품을 생산하고 술 더 좋은 술 청산녹수는 세상에는 두 종류의 술이 있다고 말한다 술 더 좋은 술 청산녹수는 선조들이 경과학을 통 이룩한 주조 기술을 대과학을 통 계승 발전시키고 과거 장인들이 쏟았던 열정과 고도의 감각을 첨단과학을 통 분석하고 응용하여 대인들에게 선택 받을 수 있는 제품을 선보이는 것이 청산녹수의 지점이다 찾아가는 양조장으로 선정되다 농업사법인주청산녹수는 천여평에 이르는 초등학교 폐교 부지를 재건 조성한 곳으로 양조장 교육과 실습 다양한 전통주 체을 할 수 있는 다양한 프로그램을 선보이고 농림축산식품부에서 추진하는 찾아가는 양조장 사업장으로 선정되어 양조장 문와 지역관광을 연계하는 전통주문체관광상품으로 톡톡 역할하고 있다청산녹수 꿀막걸리 독특하게 곡물의 고소함과 유자 섞여 올라온다 술을 입에 넣으면 단맛은 매우 적고 산미와 쓴맛의 조가 매우 잘 갖춰져 목넘김은 매우 부드럽지만 쓴맛이 입 안의 느낌을 묵직하게 만들어 준다 양념 갈비와 잘 어울린다
408,청산녹수 사미인주,탁주,8.0,750,유기농햅쌀,32000,42.67,,3.0,,,2.0,4.0,2.0,,송강 정철의 가사 사미인곡을 모티브로 님에 대한 그리움이 달콤하기만 하겠는가라는 맛에 대한 상상을 막걸리의 맛으로 표하였다 전라남도 장성에서 생산된 친경 쌀과 직접 띄운 전통누룩으로 정성스럽게 빚고 숙성시킨 세대 프리미엄 막걸리이다 인공감미료가 첨가되지 않아 드라이한 맛으로 천연 벌꿀과 국내산 사과 농축액을 더 싱그러운 과일 산뜻한 풍미를 살린 제품이다 청산녹수 농업사법인주청산녹수는 과거 장인들이 그랬듯 더 좋은 술을 만들기 위 좋은 물을 찾아 청산백암산과 녹수장성를 돌아 르는 룡강이 만든 천의 곡창지대 전라남도 장성군에 터를 잡았다 전남대학교 전통발과학기술연구소와 유기농 막걸리 사미인주 출시를 시작으로 전통에 기반을 두고 대발과학기술을 접목하여 독창적인 제품을 생산하고 술 더 좋은 술 청산녹수는 세상에는 두 종류의 술이 있다고 말한다 술 더 좋은 술 청산녹수는 선조들이 경과학을 통 이룩한 주조기술을 대과학을 통 계승 발전시키고 과거 장인들이 쏟았던 열정과 고도의 감각을 첨단과학을 통 분석하고 응용하여 대인들에게 선택받을 수 있는 제품을 선보이는 것이 청산녹수의 지점이다 전통을 대적으로 표한 패키지 디자인 청산녹수 사미인주의 패키지 디자인에는 백옥 피부를 가진 댕기머리 여인의 뒷모습을 한 폭의 그림이 담겨 패키지 디자인 리병 또는 한복을 입은 여인의 모습을 상하고 젊은 아낙들이 생쌀을 씹어 뱉어 담근 곡주를 미인주라 지봉유설에 기록된 것처럼 사미인주는 소중한 사람을 의미하는 미인을 생각하며 마시는 술이다 찾아가는 양조장으로 선정되다 농업사법인주청산녹수는 천여평에 이르는 초등학교 폐교 부지를 재건 조성한 곳으로 양조장 교육과 실습 다양한 전통주 체을 할 수 있는 다양한 프로그램을 선보이고 농림축산식품부에서 추진하는 찾아가는 양조장 사업장으로 선정되어 양조장 문와 지역관광을 연계하는 전통주문체관광상품으로 톡톡 역할하고 있다청산녹수 사미인주 쌀의 고소한 풍미가 잘 올라오고 탄산에 의한 청량감이 좋다 단맛은 적지만 꿀의 독특함을 가지고 있고 신맛 쓴맛의 조가 잘 갖추었으면서 입에 잔여 곡물이 미세한 텁텁함을 느끼게 준다 닭강정과 잘 어울린다
409,청산녹수 생탁주,탁주,6.0,750,쌀,12000,16.0,,3.0,,,3.0,3.0,1.0,,농업사법인주청산녹수에서 생산하고 있는 제품으로 막걸리 본연의 맛을 간직한 제품이다 전남 장성군의 자랑인 편백나무숲 맑은 공기와 청정한 물 국내산 쌀과 전통누룩으로 빚어 저온에서 숙성한 제품이다 주청산녹수만의 전통 누룩을 사용하여 은은한 바나나 부드러운 질감이 특징이다 청산녹수 농업사법인주청산녹수는 과거 장인들이 그랬듯 더 좋은 술을 만들기 위 좋은 물을 찾아 청산백암산과 녹수장성를 돌아 르는 룡강이 만든 천의 곡창지대 전라남도 장성군에 터를 잡았다 전남대학교 전통발과학기술연구소와 유기농 막걸리 사미인주 출시를 시작으로 전통에 기반을 두고 대발과학기술을 접목하여 독창적인 제품을 생산하고 술 더 좋은 술 청산녹수는 세상에는 두 종류의 술이 있다고 말한다 술 더 좋은 술 청산녹수는 선조들이 경과학을 통 이룩한 주조기술을 대과학을 통 계승 발전시키고 과거 장인들이 쏟았던 열정과 고도의 감각을 첨단과학을 통 분석하고 응용하여 대인들에게 선택 받을 수 있는 제품을 선보이는 것이 청산녹수의 지점이다 찾아가는 양조장으로 선정되다 농업사법인주청산녹수는 천여평에 이르는 초등학교 폐교 부지를 재건 조성한 곳으로 양조장 교육과 실습 다양한 전통주 체을 할 수 있는 다양한 프로그램을 선보이고 농림축산식품부에서 추진하는 찾아가는 양조장 사업장으로 선정되어 양조장 문와 지역관광을 연계하는 전통주문체관광상품으로 톡톡 역할하고 있다청산녹수 생탁주 쌀 뻥튀기의 고소한 매력적인 막걸리다 입에 넣으면 단맛 보다는 적절한 산미와 쓴맛이 느껴지고 목넘김이 부드럽고 옅은 쓴맛이 입 안을 꽉 채워준다 단맛이 적어 다양한 음식과의 조를 만들 수 닭도리탕이나 양념된 고기류와 잘 어울린다
410,청세주,약주,18.0,375,쌀,4000,10.67,,,,,1.0,1.0,3.0,,청세주는 세상을 푸르게 하는 술이란 뜻으로 쌀을 발한 여과와 살균 처리 과정을 거쳐 오랜 숙성 은은하고 숙취부담이 없다 청사과 같은 새콤한 느낌을 가진 술이면서도 단맛이 적고 부드러워 대중에게 꾸준 사랑받고 있는 술이다 청세주는 동의보감에 몸에 좋다는 전통방식으로 쌀을 발시켜 구기자 산수유 더덕 오가피 등의 한약재를 첨가하여 빚은 약주다 도라는 도수를 알면 놀랄 부드러운 목넘김을 가지고 있는 술 년의 외길 병영주조는 중반에 세워진 공장이었다 당시 사장 김남식씨의 친척이었던 김견식씨는 세의 어린 나이에 병영주조에서 첫 직장생을 시작고 술 만들기에 입문 년간을 좋은 술을 만드는 외길을 걸어가며 재는 대한민국 식품명인 지정되었으며 전통주 제조업계에서는 그를 모르는 사람이 없을 정도로 유명하다 위생을 최우선으로 병영주조장은 위생에 많은 신경을 쓰고 있어 고용노동부에서 지정한 사업장으로 지정되어 꼼꼼함을 인정받았다 위생에 관심을 두고 좋은 재료만 사용하여 빚는 품질 좋은 청세주는 믿고 마실만 한 우리술 병영주조장은 항상 양심 있고 정직하게 술을 빚어내고 정직하고 깨끗하게 술 만드는 사람은 술만 빚어야 요 저는 마케팅도 모르고 보할 줄도 모릅니다 제가 가진 자신감이라고는 정직하고 깨끗하게 맛 좋은 술을 만드는 뿐 이예요 라며 소문으로만 듣고 찾아와 시음도하고 구경도 하는 사람들을 볼 때면 가장 복합니다 정직하고 깨끗한 술을 빚겠다는 일념 하에 병영주조장을 운영하고 있는 김견식 명인청세주 맑은 금색의 술로 산뜻한 과실이 난다 단맛이 전체적인 술 맛을 이끌고 산미는 적다 처음부터 끝까지 연한 쓴맛이 음식을 당기게 만든다 여운이 길다 삼겹살이 잘 어울린다
411,청송 얼음골 동동주,탁주,6.0,1200,쌀,1800,1.5,,2.0,,,3.0,4.0,2.0,,청송 얼음골 동동주는 청송을 대표하는 막걸리로 알콜올 도수 도로 청정지역 청송의 깨끗한 자연경에서 빚어내는 막걸리입니다 쌀과 밀의 조로운 발로 빚고 있으며 막걸리 특유의 구수한 예스러움을 간직한 막걸리입니다 청송 얼음골 동동주는 청송 쌀과 밀 시골인심을 버무려 빚은 막걸리다 깊고 은은한 뒷맛이 일품이고 많이 마셔도 다음날 머리가 아프지 않다 느리지만 제대로된 전통방식으로 만든다 막걸리는 집집이 맛이 다르고 깊이가 다를 수밖에 없다 이유는 집마다 떠돌아다니는 모가 다르고 그에 생성되는 균이 다르기 때문이다 청송양조장을 이끌고 있는 정우기 대표는 고두밥을 찌고 누룩을 섞어 모를 발생하게 한 종균을 배합하고 공기 중에 떠다니는 모가 섞이면서 자연스럽게 숙성되어 만들어지는 전통방식의 막걸리를 고집하고 막걸리 주입과 포장만 시스템에 변를 주고 제조방식은 옛날 아버지가 하던 방식을 그대로 하고 년의 양조장 역사 경북의 토뿌리기업 선정 청송양조장의 역사는 일제강점기로 거슬러 올라간다 정 대표 선친 정무석년 작고은 청송양조장에서 떨어진 이리에서 지인과 대전양조장을 세우고 전소된 건물을 지금의 청송양조장 자리에 다시 세웠다 년대 초까지 누렸지만 사람들의 기가 바뀌며 쇠퇴하였다 당시 서울에서 상버을 하던 정기기 대표는 가업을 이어야 한다는 아버지의 권유로 양조장을 이어 받아 경북 청송을 대표하는 양조장으로 이끌고 좋은 원료 정성 기다림이 만드는 술 청송에서 재배된 품질 좋은 국내산 쌀과 고두밥을 찌고 누룩을 섞어 모를 발생하게 하는 전통방식 발와 숙성을 위한 기다림으로 청송양조장의 술은 태어나고 산도 당도 측정 자동온도조절 대식 생산관리가 이뤄져 있지만 그렇다고 한 눈을 수는 없다 막걸리는 변가 심 매일 관리하고 보살펴 주어야 제대로된 술이 나오기 때문이다청송 얼음골 동동주 막걸리 이름처럼 신선한 청량감이 매우 좋은 술이다 술을 입에 넣으면 단맛 보다는 산뜻함이 입 전체를 감싸고 목넘김이 매우 깔끔하다 술을 마시고 난 약간의 쓴맛이 남는데 이것이 음식을 부른다 탄산에 의한 청량미와 산미가 잘 갖춰져있기 기름진 김치전 파전 등이 매우 잘 어울린다
412,청송 주왕 사과막걸리,탁주,6.0,750,쌀,1500,2.0,,2.0,,,3.0,4.0,2.0,,청송 사과막걸리 주왕은 청정지역 청송군에서 재배되는 사과와 쌀을 사용하고 지하 지하수로 만든 막걸리다 청송을 대표하는 막걸리로 알콜올 도수 도로 청정지역 청송의 깨끗한 자연경에서 빚어내는 막걸리다 쌀과 밀의 조로운 발로 빚고 있으며 쌀은 묵은 쌀이 아닌 쌀만을 사용하여 최고의 품질을 유지하고 장시간 발를 하므로 두통과 숙취가 덜하고고 새콤달콤한 맛을 낸다 느리지만 제대로된 전통방식으로 만든다 막걸리는 집집이 맛이 다르고 깊이가 다를 수밖에 없다 이유는 집마다 떠돌아다니는 모가 다르고 그에 생성되는 균이 다르기 때문이다 청송양조장을 이끌고 있는 정우기 대표는 고두밥을 찌고 누룩을 섞어 모를 발생하게 한 종균을 배합하고 공기 중에 떠다니는 모가 섞이면서 자연스럽게 숙성되어 만들어지는 전통방식의 막걸리를 고집하고 막걸리 주입과 포장만 시스템에 변를 주고 제조방식은 옛날 아버지가 하던 방식을 그대로 하고 년의 양조장 역사 경북의 토뿌리기업 선정 청송양조장의 역사는 일제강점기로 거슬러 올라간다 정 대표 선친 정무석년 작고은 청송양조장에서 떨어진 이리에서 지인과 대전양조장을 세우고 전소된 건물을 지금의 청송양조장 자리에 다시 세웠다 년대 초까지 누렸지만 사람들의 기가 바뀌며 쇠퇴하였다 당시 서울에서 상버을 하던 정기기 대표는 가업을 이어야 한다는 아버지의 권유로 양조장을 이어 받아 경북 청송을 대표하는 양조장으로 이끌고 좋은 원료 정성 기다림이 만드는 술 청송에서 재배된 품질 좋은 국내산 쌀과 고두밥을 찌고 누룩을 섞어 모를 발생하게 하는 전통방식 발와 숙성을 위한 기다림으로 청송양조장의 술은 태어나고 산도 당도 측정 자동온도조절 대식 생산관리가 이뤄져 있지만 그렇다고 한 눈을 수는 없다 막걸리는 변가 심 매일 관리하고 보살펴 주어야 제대로된 술이 나오기 때문이다청송 주왕 사과막걸리 진한 아이보리색에 청량감이 매우 좋은 술이다 청송이 사과로 유명하고 술 제조과정에 사과 과즙이 들어갔지만 전체적으로 사과맛보다는 사과의 맛있는 산미와 청량감이 술의 특징이라고 할 수 입 안의 느낌이 신선하고 마시고 난 매우 개운하다 과일샐러드 가벼운 음식과 잘 어울린다
413,청양 둔송 구기주,약주,16.0,700,"쌀,누룩,구기자,감초,두충껍질",23000,32.86,,,,,1.0,1.0,3.0,,충남 청양의 둔송 구기주는 운곡면 광암리 하동 정씨 대 종부인 임영순 명인의 손끝에서 빚어지는 명주이다 구기주란 명칭은 한약재인 구기자를 주원료로 사용한데서 비롯되는데 조선시대 실학자 만선의 산림경제와 서유구의 임원경제지에서도 구기주로 표하고 둔송 구기주는 임명인까지 대째 종가에서 빚는 가양주이자 지역 명주로 사랑받고 임명인은 세에 시집온 구기주를 빚고 지난 농림수산식품부의 식품명인 지정된데 이어 충남 무문재 선정됐다 불로장생의 영약이 장인의 손길에 명주가 되다 식명명인 임영순 명인의 청양둔송구기주는 우리나라의 대표적인 청정지역으로 꼽는 충남 청양군의 구기자를 술을 빚는다 청양군은 전국 구기자 생산량의 차이할 대표적인 재배지역이다 예로부터 불로장생의 영약으로 일컬어지는 구기자는 중국의 진시제도 복용하였던 것으로 능이 뛰어나다고 한다 이에 조상들은 일찍이 구기자로 술을 빚었는데 청양 둔송 구기주는 중에서도 최고의 품질을 자랑한다 청양 둔송 구기주는 이렇게 만들어진다 구기주는 쌀과 누룩 구기자 열매 잎 뿌리지골피에 두충 껍질 감초 들국를 넣어 만드는 술이다 설탕이 들어가지 않지만 은은하게 단맛이 돌아 깔끔하고 뒤끝이 없는 것이 특징이다 임명인이 직접 가꾼 구기자를 일일이 손으로 수 사람 손으로 닦고 찹쌀과 두충도 농사를 지어 술어 낸다 임영순 명인은 청양은 풍수상 물이 들어오지 않고 나가는 지역이라 물이 맑고 깨끗 전통주 빚기에 최적의 고장이라고 소개한다 머리가 검어지고 빠진 이가 다시 난다는 전설의 술 고서인 지붕유설의 기록에 의하면 하서 지방을 여하던 신하가 청양 고을을 지나다 열댓 살로 보이는 여자가 팔구십이 되어보이는 백발노인을 때리는 것을 보고 이유를 물은 젊은 노인을 가리키며 하는 말이 아이는 자식인데 약을 먹을 줄 몰라서 보다 먼저 머리가 어졌소라고 하였다 여인의 나이를 물어 보니 세라 하여 신하가 깜짝놀라 사연을 물으니 구기자 술을 먹었기 때문이라고 하였다 신하도 집에 돌아와 구기자 술을 담궈 마시니 년을 살았다는 전설이 전져 온다청양 둔송 구기주 맑은 담색의 빛을 가지고 있으며 익 식물이 물씬 올라온다 술을 입에 넣으면 맛있고 독특한 단맛이 올라오는데 술이 오래 숙성됐을 나오는 캐러멜 맛과 신맛이 적어 술이 묵직하고 단맛의 여운이 길게 남는다 양념된 고기류와 잘 어울린다
414,청진주,약주,16.0,375,"찹쌀,누룩,정제수",30000,80.0,,1.0,,,2.0,1.0,2.0,,청진주는 경기도 가평의 청정지역에서 좋은 쌀과 물을 사용하여 저온에서 발와 숙성을 통 완성된 술이다 인공첨가물 없이 전통누룩만을 사용하여 발하여 맛을 낸 술이다 잡내가 없고 단맛이 적으며 깔끔한 목 넘김에 술을 마시고 나서도 입에 남는 잔이 경쾌한 술이다 오랜 인고의 시간으로 만들어진 맑은 진주 청진주는 누룩과 쌀 물 정성으로만 빚은 전통주가 갖고 있는 아름다운 색과 기 아름다운 맛을 보다 널리 알리자는데 목적과 의도가 담긴 술이다 맑고 깨끗한 과일기를 품고 있는 청진주는 가평의 유기농쌀과 전통 누룩으로 빚고 일간 숙성시킨 까닭에 조개가 상처를 진주로 키워내는 과정을 닮았다고 할 수 진주는 상처가 깊을수록 더 크고 아름다운 빛을 띠는 법이거니와 쉽게 만들어지거나 찾아지는 보석이 아니라서 주인의 맑아야 손에 넣을 수 있는 동정 같은 것과 같다한국전통주연구소 소장 박록담 세번 담근 삼양주 기법으로 빚은 귀한 술 삼양주라고 하면 술을 걸쳐 빚는다는 뜻으로 또는 술 빚는 법에 따른 분류법을 가리키는 것으로 인식되어 왔다 술은 술 빚는 수에 단양주 이양주 삼양주 사양주 등으로 구분하기 때문이다 술을 빚는 이의 정성이 들어간 술이 삼양주이다 청진주는 술의 변질을 막기위 이하의 산을 지켜가고 전통주 체프로그램을 운영하는 전통주 교육기관 청진주를 생산하고 있는 전통주연구개발원에서는 일반인을 위한 전통주 체 프로그램을 운영하고 전통주의 이론과 역사 육재이야기 술 관리요령부터 청감주 만들기 등을 체할 수 있으며 박 프로그램에서는 석탄주아주 만들기 체으로 밑술과 덧술을 만드는 과정 등을 직접 체할 수 있다청진주 맑은 금빛을 가진 술로 과일 곡물 버섯 등의 독특한 맡을 수 있는 것이 술의 특징이다 맛이 튀지 않고 단맛과 신맛 쓴맛의 조가 잘 갖춰져 있고 술을 마시고 난 에도 입 안이 산뜻하고 맨 뒤에 남는 연한 쓴맛이 음식과 잘 어울리게 만들어 준다 새우 소금구이와 잘 어울린다
415,청춘,청주,15.0,750,"쌀,누룩,정제수",20000,26.67,,,,,2.0,1.0,2.0,,청주는 곡류 중 쌀찹쌀 포함과 입국쌀알에 누룩 곰팡이를 번식시킨 국 물을 첨가 발시킨 맑게 여과한 술을 일컫는다 신탄진주조에서 생산한 청춘은 한국 청주의 부을 이끌고자 개발된 제품이다 국내산 쌀과 전통누룩을 사용하여 정성스럽게 빚은 제품으로 맑은 빛깔과 깨끗한 맛을 내는 한국 전통 청주이다 한국 청주의 특징인 누룩으로 인한 감칠맛이 일품이고 잔잔한 단맛과 부드러운 목넘김 좋다 청주는 일본 사케가 아닌 한국의 술이다 청주의 재조법이 오래전 일본으로 전지면서 사케가 탄생하게 됐다는 것은 여러 문을 통 인할 수 재 일본 사케가 청주의 대명사처럼 인식되고 있는 실정이다 청주는 고대부터 중국 한국 일본 등에서 공통으로 사용되어 온 술의 명칭인데 맑은 술을 의미다 일본인의 주도로 만들어진 주세법에서 조선에서 빚던 맑은술을 약주로 일본식으로 빚던 사케를 청주로 불리하면서 한국은 청주라는 명칭을 낯설게 되었다 청주의 명칭을 복하는 것은 한국술의 역사를 복하는 것이다 청주를 약주라 부르게 된 이야기 조선 중엽 한양 서소문 밖에 약지금의 중림동 약 성당 근처과 그의 어머니가 살았다 서성의 어머니는 남편을 일찍 여의고 가세가 기울어 술과 유밀과를 빚어 팔아 생계를 유지는데 맛이 아주 좋았다 어머니의 정성에 보답하듯 약봉 서성은 살에 과거에 급제하였고 병조판서까지 올랐다 서성의 유명세와 어머니의 음식 솜씨가 널리 알려 지면서 서성의 어머니가 빚어 팔던 약의 청주는 약주로 약의 유밀과는 약과로 불리게 되었다고 한다 청주를 약주라 부르게 된 이야기 조선 시대에는 자연 재가 발생하거나 식량이 모자라 굶주리는 일이 생기면 금주령이 시되었다 금주령에도 술을 빚다가 발각되면 술로 마시는 것이 아니라 치료용 약이라는 핑계를 대는 이들이 있었다 관 속에서 자연스럽게 약주가 청주의 대명사가 되었다청춘 아주 연한 연둣빛의 술이다 익은 과실의 껍질에서 나는 있고 단맛과 신맛 쓴맛 오미의 조가 잘 갖춰져 전체적인 술맛이 너무 강하지 않고 미시고 난 뒤에 남는 쓴맛이 음식과의 조를 잘 어울리게 한다 알코올 도수가 있어서 저녁에 반주로 먹으면 좋을 술이다
416,초선의 꿈 (로제),과실주,12.0,375,국내산포도,20000,53.33,,2.0,,,3.0,,1.0,,여포 농장이 위치한 충북 영동 지역은 일교차가 크고 충분한 볕을 받아 과일의 좋고 색이 아름답기로 유명하다 무농약 무제초 무비료의 대 원칙으로 자연이 주는 위대한 자라는 작물로 담그는 와인은 한국적인 맛을 그대로 담았다는 평가를 받고 초선의 꿈 로제은 특별한 기념일에 마시면 장밋빛 사랑이 솔솔 피어날 듯한 연분 장미색을 가진 와인으로 풍부한 장미과 상큼한 사과 은 목 넘김을 부드럽게 주고 감미롭고 달콤한 맛에 여성분들이 좋아하는 와인이다 짧지만 우수한 품질 포도산지로 유명한 영동에서 와인을 생산하고 있는 여포농장의 와인은 짧은 역사에도 국내외 와인품평에서 우수한 성적을 거두며 품질의 우수성을 인정받고 프랑스의 와인만큼 복잡하거나 려하지 않지만 국내와인의 강점만을 살려서 생산하고 같은 와인 포도 프랑스의 지 식 재료로 한국의 김치 담궜다고 도 김치는 한국의 맛과는 한참 거리가 있는게 당연하다 역시 한국의 포도를 사용 와인을 만들면 맛은 서양의 와인과는 다르다는 프랑스의 높은 와인 양조 기술을 배우는 것은 중요하지만 따라하고 모방하지 않는 것이 중요하다고 한다 한국의 포도로 만든 와인이 세계의 명주와 어깨를 나란 견줄 수 있게 만들어 내는 것이 여포농장의 꿈이다 꿈을 꾸는 여포농장 성이 여씨다 보니 어린시절 여포란 별명을 얻게된 여포농장 여인성 대표여포 그의 부인인 초선여포의 아내다은 와인에 어울리는 음식을 제공하기 위 영동대학교 텔외식 조리학과를 졸업하여 세계 요리대 수상경력도 가지고 와이너리 교육과정을 마친 것은 식품공학과 대학원을 졸업하며 국 내외 와인의 전문가와 관계도 지속적으로 넓왔다 꿈이란 것은 진짜 좋은 와인을 만들겠다는 꿈이었고 아직은 완성이 되지 않은 꿈이라 여포의 꿈이라는 와이너리의 이름을 지은 이유다초선의 꿈 로제 눈을 하게 하는 아름다운 로제와인의 색에 은은하게 올라오는 베리 오미의 균이 잘 갖춰져 있으며 바디감이 있고 목넘김이 깨끗하다 견과류와 잘 어울린다
417,추사 로제,과실주,12.0,375,사과,20000,53.33,,1.0,,,3.0,2.0,2.0,,사과의 표면만 아니라 속까지 빨간색을 띄는 레드러브 품종으로 만들어진 와인으로 일반적인 사과와인이 맑고 꿀물 같은 금빛 인데 비 속 빨간 사과를 양조를 기 장미색을 띄어 로제와인이라 지칭한다 안토시아닌이 지 사과보다 배 높은 건강기능성 사과이며 식감은 시중에 나와 있는 사과보다 더 아삭하고 새콤한 맛이 강하다 예산 지역 내 빨간 사과 농가와 계약재배를 통 공급받아 생산하고 사과 특유의 산미가 강서 상큼하고 깔끔한 맛이 특징이다 추사로 상품명을 짓다 예산사과와인에서 생산하는 와인을 추사라고 지은 것은 가지 복합적인 의미를 가지고 어설프게 외국 이름을 쓰지 않겠다는 원칙을 가지고 시작하였다 지역적 특색과 원료의 특징을 살릴 수 있는 이름을 고민하던 끝에 탄생한 것이 추사이다 첫째는 와이너리가 있는 예산은 추사 김정 선생이 태어난 곳이다 추사의 삶과 기품을 반영하는 이미지이다 둘째는 사과는 대표적인 가을 과일이다 가을 사과 또는 가을 이야기의 의미를 갖고 국내외 주류품평에서 수 차례 수상 예산사과와이너리를 완공한 본격적으로 와인을 생산하기 시작하였다 와인이 숙성을 거쳐 시장에 나오는 시점부터 추사애플와인으로 주목 받는다 대한민국 우리술품평 과실주 부분에 장려상 수상을 시작으로 대상 최우수상 대상을 차지하는 영예를 안았다 세계적 권위의 국제 주류품평인 몽드셀렉션에서도 브론즈메달을 수상하였다 추사 로제는 추사애플와인의 뒤를 잇는 새로운 스타 상품으로 점쳐지고 찾아가는 양조장으로 선정 제조사 예산사과와인은 사과 재배차산업 와인생산차산업 와이너리투어 체관광차산업을 영위하는 농업 차 산업의 성공모델로 평가 받고 와이너리를 찾는 고객은 사과따기 애플파이만들기 사과쨈만들기 와인브랜디 시음 식사까지 포함된 재미 있는 와이너리 투어체 프로그램을 이용할 수 게스트하우스가지 갖추고 있어 긋한 사과로 다채로운 체과 링의 시간을 보낼 수 있다추사 로제 연한 핑크 빛의 술로 사과를 입에 넣고 깨물어 나온 즙의 느낌을 그대로 느낄 수 입 안에서는 연한 단맛과 신맛이 조롭고 살짝 느껴지는 쓴맛이 과실주의 맛을 더욱 좋게 만들어 준다 목 넘김이 부드럽고 마시고 난 에는 매우 시원하고 산뜻한 느낌을 준다 사과가 들어간 파이 과실 샐러드 등과 함께하면 좋다
