,특징,상품명
385," 1. 조선왕실의 궁중술 제조비법을 이어오다 계룡백일주는 조선조 인조때 원래 왕실에서만 빚어지던 궁중술 이었으나, 조선 인조가 반정의 일등공신인 연평부원군 이귀의 공을 치하하여 제조기법을 연안 이씨 가문에 하사해 부인인 인동장씨가 왕실에서 양조 비법을 전수 받아 가문대대로 전해져 내려왔다. 이때부터 400년 동안 15대에 걸쳐 연안이씨 가문에 백일주의 비법이 전해져 내려와 현재 계룡백일주로 충남 무형문화재 제7호와 대한민국식품명인 제4호 로 지정되었다. 오랫동안 조선왕조 왕실의 궁중술 제조비법을 그대로 이어온 계룡백일주는 그 술 맛이 어찌나 뛰어난지 신선들이 내려와 계룡백일주만 마신다고 해서 “신선주” 라고도 불리우는 명주중의 명주이다.  2. 무형문화재, 식품명인 지정 무형문화재 제7호 지정(1989), 전통식품 명인 제4호 지정(1994), 전국 민속주 품평회 대상수상(1999), 한국관광명품지정(2001), 남북정상회담 만찬주(2005)로 선정, 대한민국식품명인 지정(2009) 등 계룡백일주는 400여년의 역사와 더불어 지금도 새로운 역사를 만들어가고 있다.  3. 꽃으로 빚은 100일의 비밀 계룡백일주는 주원료인 찹쌀 이외에도 첨가물인 솔잎, 황국화, 잇꽃, 진달래꽃, 오미자 등을 일년 내내 채취해야 하기 때문에 초기에는 대중화하지 못했다. 그래서 이씨 가문의 제사 때나 상에 올려지던 귀한 술이었다. 그러나 1989년 지복남이 충청남도무형문화재 기능보유자로 지정된 뒤 술맛이 소문나면서 애주가들에게 알려지기 시작했다. 백일주의 제조과정은 공주지방에서 나는 통밀과 물에 불려 빻은 찹쌀가루를 같은 비율로 섞은 뒤 한 번 끓여서 식힌 양조수를 이용해 누룩을 만든다. 누룩은 보릿짚과 약쑥을 겹겹이 둘러싸 석 달 이상 띄운다. 밑술을 담그기 전에는 술독을 짚불로 그을려 소독해야 한다. 밑술은 찹쌀가루 한 되와 물 한 사발을 섞어 죽을 쑤어 식힌 다음에 여기에 누룩 사 홉을 섞어 만든다. 그리고 나서 찹쌀 다섯 말을 쪄서 말린 고두밥에 밑술 한 말을 담가 만드는데 이때 다른 원료를 넣는다. 재래종 황국화 다섯 홉, 진달래꽃 다섯 홉, 잇꽃 세 홉, 솔잎 다섯 홉, 오미자 세 홉 정도를 골고루 배합한다. 재래종 황국화는 무서리가 내린 후에 핀 꽃이어야 하고 솔잎은 5~6월에 채취한 것, 진달래꽃, 잇꽃, 오미자는 활짝 피거나 완숙되어야 제맛이 난다. 또 물은 이씨 가문이 14대째 살아오는 공주시의 이씨 고택에 있는 샘물을 사용해야 한다. 덧술은 섭씨 40도를 넘지 않게 관리하면서 거의 두 달 동안 숙성시킨 뒤 익으면 용수를 박아 술을 1차로 거르고 이 술을 다시 창호지로 2차 여과한 뒤 저장용기에 담아 한 달 동안 2차 숙성시키면 맑은 백일주가 된다. 이를 증류하여 알코올 40도의 리큐르를 생산한다.",계룡백일주
386," 1. 쌀과 밀의 조화 소양강 도가의 막걸리는  옛 밀 막걸리의 향수를 가지고 있는 소비자를 위해 쌀과 밀의 조화로운 발효로 빚고 있으며, 쌀은 신북농협을 통해 제공받는 춘천에서 나오는 믿을 수 있는 쌀을 이용하여 제조하고 있다. 작은 양조장이지만, 춘천 일대에서 높은 점유율을 유지하고 있는 큰 양조장이 아닌 좋은 양조장으로 양보다 질을 추구하고 있는 양조장이다.\xa0도양강도가는 지역 쌀 소비로 지역농촌 경제활성화는 물론, 품질 좋은 탁주로 강원도를 알리는 양조장으로 발전하고 있다.  2. 고품질 소량생산 소양강도가는 끊임없는 노력과 연구로 지역 특징을 살린 지역특산주를 개발하고 있다. 작은 양조장이지만 소비자가 선택의 폭을 넓힐 수 있도록 다양한 막걸리를 생산하고 있고, 고품질, 소량생산의 경영방침으로 맛 있고 질 좋은 탁주를 생산하고 있다.",소양강 생 막걸리
387," 1. 몸에 좋은 블루베리와 산머루가 만났다 블루베리는 타임지 선정 세계 10대 건강음식으로 꼽히고 있으며 눈건강, 뇌건강에 좋은 식품으로 알려져 각광 받고 있다. 산머루 또한 당뇨, 심장병, 관절염, 두뇌발달, 눈건강, 성인병 등에 효능이 있는 것으로 알려져 있다. 몸에 좋은 약과 같은 과실로 빚은 블루베리 이야기는 건강도 톡톡히 챙기는 웰빙주이다.  2. 무주의 대표적인 과실주 제조사가 만들다 제조사 산들벗은 무주 구천동의 머루와 블루베리를 이용하여 와인과 과실주 등을 오래 전부터 빚어온 과실주 관련 대표적인 제조사이다. 블루베리 이야기는 과실주 제조를 통해 축적된 노하우를 적극 활용하여 머루의 깔끔함과 블루베리의 이국적인 향이 어우러진 제품을 개발하여 선보였다. 발효 후 남아 있는 잔당으로 블루베리의 맛을 유지시켜 달콤함과 새콤함의 하모니를 극대화한 제품이다.,  3. 아시아 최고의 농경 문화기업을 지향하다 제조사 산들벗은 2009년에 설립되어 다양한 과실주를 생산하고 있다. 산들벗은 아시아 최고의 농경 문화기업을 지향하며 우리의 먹거리, 놀거리, 쉴거리를 연구하고 개발하여 고객에 제안한다는 비전을 가지고 상품개발에 힘쓰고 있다.",블루베리 이야기
388," 1. 60여년 축적된 양조 기술로 빚은 특별한 술 사곡양조장은 60여년간 공주지역에서 양조장을 운영하고 있던 곳으로 1997년 임헌창 대표가 인수하고 사곡양조원으로 사명을 변경 후 현재에 이르고 있다. 막걸리, 약주, 증류주, 리큐르, 과실주 등 다양한 제품을 생산하며 특히 충남 공주시의 특산물인 밤을 활용하여 세계 최초로 밤술(막걸리, 약주, 증류주)개발하여 국내외 소비자에게 선보이고 있다. 60여년 동안 축적된 양조 기술을 현대적으로 해석하여 소비자가 믿고 찾을 수 있는 술을 빚고 있다.  2. 영양만점 공주알밤이 듬뿍 담긴 밤증류주 밤은 탄수화물, 단백질, 기타 지방, 칼슘, 비타민 등이 풍부하다. 특히 공주알밤은 밤이 자라기에 적합한 기온, 강수량, 일조량, 비옥한 토양을 바탕으로 밤의 품질평가에서 중요한 요소인 당도가 높고 단단하다. 사곡양조원의 모든 술은 물렁한 밤이 아닌 단단하고 잘 여문 당도 높은 명품 알밤을 엄선하여 사용한다.  3. 백제문화 유네스코 세계유산 공식 체험 업체로 선정 제조사 사곡양조원은 1500년 백제문화를 계승 발전시켜 전통의 술맛을 이어온 공주 양조장으로 공주지역 주류업체로는 유일하게 백제문화 유네스코 세계유산 공식 체험 업체로 선정되었다. 사곡양조원은 전통이 담기고 역사가 흐르고 이야기가 있는 다양한 주종의 전통주를 선보이고 있다.",왕율주
389," 1. 산양산삼이란? 산양산삼이란 깊은 산 속에 산삼이 자라기 적합한 환경에서 삼의 씨를 파종하여 산삼에 가깝게 자생하는 삼을 뜻한다. 그 효능이 산삼과 매우 가까워 면역력 강화 성분인 사포닌이 인삼에 비해 8배 들어있어 예로부터 신비의 명약으로 여겨져 왔다. 산삼은 동의보감 신농본초경 방약합편 등의 동양의학서적에서도 최고의 약재로 인정받고 있다.,  2. 대한민국 우리술품평회에서 대통령상을 수상 호담 산양산삼 막걸리는 천해의 자연에서 재배된 산양산삼과 경기미로 저온 숙성 발효시켜 산양산삼의 깊은 향과 진한 맛이 특징으로 숙취감이 적고 목 넘김이 부드러운 제품이다. 2017년 대한민국 우리술품평회에서 새롭게 신설된 베스트 오브 베스트상인 대통령상을 수상하여 최고의 제품으로 선정된 우수한 품질의 제품이다.  3. 건강식품기업 대농바이오우리산삼에서 생산 대농바이오우리산삼은 경기도 광주시 소재 산양산삼 생산자 50명이 주축이 되어 공동생산포를 포함한 전국 최대규모의 산양산삼 재배단지 250만평을 조성하였다. 국가기관인 경기도 농업기술원과 기술제휴를 맺어 산양산삼을 이용한 산삼가득 막걸리, 약주 및 산삼가득 식혜 등 건강한 주류, 먹거리를 생산하고 있다. 고품질의 원재료와 기술력이 만나 세계인이 즐길 수 있는 제품생산을 이어오고 있다.",호담 산양산삼 막걸리
390," 1. 일체의 인공첨가물을 넣지 않은 순수한 자연발효의 맛 입 안에서 느껴지는 특유의 산미와 함께 매실향과 살구향 등 과실향이 나는 상당히 이색적인 제품이다. 비교적 가벼운 미디엄 바디에 살짝 높은 산미와 과실향으로 육류 요리와 같은 느끼 하거나 비릿한 음식과 함께할 때 어울린다. 베이스에서 느껴지는 우유 풍미는 편안함을 주고 과하지도 덜하지도 않은 단맛은 막걸리를 좋아하지 않는 분들도 충분히 좋아할만한 맛을 낸다.  2. 날짜가 지날수록 색다른 맛을 즐긴다 술아 막걸리는 일체의 첨가물이 들어가지 않은 100% 핸드메이드 방식으로 제조된다. 막걸리를 빚어 병입한 후부터 시간이 지날 수록 색다른 맛을 선사하고 있다. 10일까지는 달콤한 술 맛을 느낄 수 있으며 20일이 지나서는 탄산의 청량감과 새콤달콤한 술 맛을 느낄 수 있으며 30일까지는 전통 가양주 막걸리의 드라이한 술 맛을 느낄 수 있다.  3. 2030세대에게도 어필할 수 있는 세련된 디자인 술아 막걸리는 젊은 2030세대, 특히 여성에게 어필할 수 있도록 패키지 디자인도 일반적인 PET병을 사용한 막걸리와는 달리 현대적이고 세련되게 하였다. 원기둥 타입으로 디자인하여 여행, 산책, 나들이 때 가방에 넣고 휴대하기 간편하다. 막걸리 3병을 한 세트로 하여 온라인쇼핑에서 주문하면 최대한 신선도를 유지할 수 있도록 아이스팩과 박스형태로 배송된다. 선물용으로도 부족함이 없는 수제 막걸리이다.",술아 막걸리
391," 1. 4년이상의 수삼 하늘이 맑고 산이 푸르른 청정지역 진안고원에서 자란 수삼만을 엄선하여 한 뿌리 한 뿌리 손질하여 담그고 6년근의 홍삼 액을 넣어 그 깊은 맛을 더해 빚은 증류주. 진심홍삼인삼주는 진안군 제1호 진안식품으로 지정되었으며 청정고을 진안의 인삼과 홍삼의 인증 마크도 가지고 있다.,  2. 전통주 스럽게 태평주가는 특허 등록된 제조방법으로 그 상품성을 인정받아 우리술 품평회에서 최우수상 등 3년 연속 입상을 수상하고, 인천 김포 등 공항 면세점 입점과 세계로 수출하며 국내 대형마트에서도 판매하고 있다. 가장 한국적인 것이 가장 세계적이라는 생각으로 한 잔술에 그윽한 향기와 마음 안에 가득한 즐거움을 담았다.",홍삼진심 인삼주
392," 1. 일체의 인공첨가물을 넣지 않은 순수한 자연발효의 맛 조선시대에 쓰인 음식조리서에 해당하는 음식디미방에는 소개하는 과하주의 맛은 독하고 달다라고 기록하고 있다. 술아 의 달콤함은 자연적인 발효에 의해 생성되는 맛으로 어떠한 감미료도 첨가하지 않았기 때문에 많이 마셔도 질리지 않는다. 술아는 시간이 지날수록 더욱 깊은 맛을 내며, 천천히 음미하면 계피, 바닐라, 카라멜, 잘 익은 복숭아 맛과 향 등을 느낄 수 있다. 또한, 살균을 하지 않은 生 약주로 신선한 맛과 향을 느낄 수 있다.,  2. 무더운 여름을 난다는 술, 과하주 과하주는 약주와 소주를 혼합한 술이다. 발효 중인 술에 높은 도수의 증류주를 혼합하여 특유의 맛을 만들어냈다. 과하주는 여름에 높은 기온으로 술이 상하기 쉽기 때문에 술 빚기가 어렵던 시절 온도와 습도 등에 따른 술의 변패를 막기 위해 고안된 양조기법이다. 유럽에서는 일반 와인 보다 고가로 치는 포르투갈의 포트와인이나 스페인의 셰리와인과 만드는 방식은 같지만 한국의 과하주는 그들보다 100여년을 앞선 전통문화 유산이다.  3. 봄, 여름, 가을, 겨울을 느껴보는 과하주 시리즈 술아 과하주의 제조사 농업회사법인(주)술아원에서는 봄, 여름, 가을, 겨울의 풍미를 서로 달리 느낄 수 있는 과하주 시리즈 선보이고 있다. 봄의 매화를 넣은 매화주, 여름의 연꽃과 연잎을 넣은 연화주, 가을의 국화를 넣은 국화주, 그리고 겨울은 찹쌀로 빚은 순곡주를 출시하고 있다. 살균을 하지 않은 생약주로 신선한 맛과 향을 느낄 수 있다.",술아 순곡주
393," 1. Scientific Craft Brewery, 청산녹수 농업회사법인(주)청산녹수는 과거 장인들이 그랬듯 더 좋은 술을 만들기 위해 좋은 물을 찾아 청산(백암산)과 녹수(장성호)를 돌아 흐르는 황룡강이 만든 천혜의 곡창지대 전라남도 장성군에 터를 잡았다. 2010년 전남대학교 전통발효과학기술연구소와 함께 유기농 막걸리 사미인주 출시를 시작으로 전통에 기반을 두고 현대발효과학기술을 접목하여 독창적인 제품을 생산하고 있다.,  2. 술, 그리고 더 좋은 술 청산녹수는 세상에는 두 종류의 술이 있다고 말한다. 술, 그리고 더 좋은 술 청산녹수는 우리 선조들이 경험과학을 통해 이룩한 주조기술을 현대과학을 통해 계승 발전시키고 있다. 과거 장인들이 쏟았던 열정과 고도의 감각을 첨단과학을 통해 분석하고 응용하여 현대인들에게 선택받을 수 있는 제품을 선보이는 것이 바로 청산녹수의 지향점이다.,  3. 전통을 현대적으로 표현한 패키지 디자인 청산녹수 사미인주의 패키지 디자인에는 백옥 피부를 가진 댕기머리 여인의 뒷모습을 한 폭의 그림이 담겨 있다. 패키지 디자인 또한 호리병 또는 한복을 입은 여인의 모습을 형상화하고 있다. 젊은 아낙들이 생쌀을 씹어 뱉어 담근 곡주를 미인주라 지봉유설에 기록된 것처럼 사미인주는 소중한 사람을 의미하는 미인을 생각하며 마시는 술이다.  4. 2017년 찾아가는 양조장으로 선정되다 농업회사법인(주)청산녹수는 2009년 5천여평에 이르는 초등학교 폐교 부지를 재건해 조성한 곳으로 양조장 교육과 실습, 그리고 다양한 전통주 체험을 할 수 있는 다양한 프로그램을 선보이고 있다. 2017년 농림축산식품부에서 추진하는 찾아가는 양조장 사업장으로 선정되어 양조장 문화와 지역관광을 연계하는 전통주문화체험관광상품으로 톡톡히 역할하고 있다.",청산녹수 사미인주
394," 1. 경북 영천시 고도리에서 탄생한 명품와인 고도리(古道里)는 경북 영천시에 위치한 마을을 이름이다. 영천시는 한국의 나파밸리, 한국의 보르도로 지역을 활성화하고자 포도농가와 와이너리를 지원육성하고 있다. 서울 여의도 면적의 8배에 가까운 면적에서 연간 4만 톤의 포도를 생산하여 25만 병의 와인을 제조하고 있다. 고도리 와이너리는 영천시에 위치한 14개 농가형 와이너리 중에서도 단연 두각을 나타내고 있는 와이너리이다.,  2. 수많은 와인품평회에서 전문가의 입맛을 사로잡다 고도리 레드와인을 제조하고 있는 고도리 와이너리의 제품들은 2011년 대한민국 우리술품평회 과실주 부문 우수상, 2015년 한국와인 베스트컬렉션 골드 수상, 2016년 대한민국 주류대상 BEST OF BEST 수상, 2017년 아시아와인트로피 실버상, 2018년 대한민국주류대상 한국와인부문 대상 등을 수상하며 뛰어난 품질을 인정 받았다. 깔끔하고 감미롭고 여운이 길게 남는다는 평가를 받으며 국내 최고의 와인으로 꼽히고 있다.,  3. 2018년 찾아가는 양조장으로 선정 제조사 고도리 와이너리는 2018년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. 와이너리 견학과 다양한 체험을 경험할 수 있는데 넓은 잔디밭에 체험장, 와인 공장, 저장고 등을 갖추고 있다. 레스토랑처럼 아늑한 시음 판매 공간과 더불어 펜션도 갖추고 있어 숙박도 가능하다.",고도리 레드와인 스위트
395," 1. 100년의 역사 논산의 작은 양촌마을에서 3대에 걸쳐 100년을 이어온 전통 양조법으로, 40년 경력의 양조장인의 손맛이 살아 숨쉬는 술을 빚고 있는 양촌양조. 1920년 故이종진이 가내주조를 시작해 1930년 현재의 주조장을 설립, 3대째 그 명맥을 이어가고 있다. 1930년 건립된 주조장은 건축 시 막걸리 주조를 위해 설계된 목조건물로, 재래식 자연 통풍구조를 갖추어 막걸리 주조 시 발생되는 상승온도와 습도 등을 자연적으로 조절할 수 있도록 설계되었다.  2. 장기저온 숙성 양촌양조의 술은 쌀 막걸리 특유의 누룩 한 맛을 잡을 때 흔히 사용하는 합성감미료 아스파탐의 단맛을 사용하지 않는다. 막걸리를 빚을 때 30일 이상의 장기간 저온 숙성을 통해 그 누룩 한 맛을 잡고 있기 때문인데, 장기간 저온숙성을 하게 되면 쌀 특유의 비린 맛도 없지만 부드러운 목 넘김과 깔끔한 뒷맛을 가지게 된다.  3. 찾아가는 양조장 양촌양조장은 찾아가는 양조장으로 선정되 기존에 사용하던 시설을 다시 경험할 수 있는 공간으로 만들어 오랫동안 사용하지 않던 공간을 다시 복원해 체험과 전시의 공간으로 꾸미고 있다. 숙성 과정은 민감하기 때문에 관람할 수 없지만, 많은 사람이 양조장을 조금 더 친숙하게 방문할 수 있도록 내부 곳곳을 경험해 볼 수 있다. 찾아가는 양조장 문의는 전화를 통해 가능하다.",양촌 생 동동주
396," 1. 제주 신례리에서 만들어진 감귤 브랜디, 신레명주 신레명주는 감귤을 발효해 만든 혼디주를 증류하여 오크통에서 2년 이상 숙성한 제품이다. 제조사 시트러스는 술을 빚을 때 누룩을 쓰지 않는다. 서귀포 감귤연구소에서 개발해 특허 받은 감귤에서 채취한 효모만으로 저온 장기 발효시킨다. 그래서 발효 과정에서 나는 특유의 군내가 없고 감귤의 새콤달콤한 향취가 술에 그대로 녹아 있다. 시트러스는 제주에서도 이름난 귤 산지인 신례리 141개 감귤 농가가 모여 만든 회사다. 남는 귤을 가공해 부가가치를 높이려고 정부 지원을 받아 회사를 세우고 제주를 대표하는 술을 빚고 있다.,  2. 50년 세월을 술 만들기에 매진한 장인의 결실 5년 남짓 짧은 양조장의 역사에 비해 농업회사법인(주)시트러스의 제품력이 뛰어난 비결에는 2015년 합류한 이용익 공장장이 있었다. 이 공장장은 1975년 진로에 입사해 JR, 길벗, VIP, 임페리얼 등 국산 위스키 제작을 진두지휘한 주류업계의 산 역사다. 최근 술 마니아들에게 선풍적 인기를 끄는 일품진로도 알고 보면 그의 작품이다. 혼디주(과실주), 신례명주(일반증류주), 마셔블랑(과실주), 귀감(일반증류주) 등 맛과 품질에서 우수한 제조사 시트러스의 다양한 제품이 곧 그의 손길에서 탄생하였다.,  3. 제주 감귤로 세계인이 찾는 술을 만들자 시트러스는 제주에서 최상의 원료를 확보해 최고 품질의 명품 감귤주를 제조한다고 자부하고 있다. 전통 제조기법을 바탕으로 전통술 제조업체의 기술력과 노하우를 습득하고 전문기관과의 기술개발을 통해 최고 품질의 전통주를 빚는다. 제주 감귤로 만든 제조사 시트러스의 제품들은 제주를 대표하는 또 하나의 술로 자리매김하고 있다.",신례명주
397," 1. 초겨울 서리 맞은 과숙한 감으로 만든 아이스와인 감그린 아이스와인는 초겨울 서리 맞은 과숙한 감을 엄선하여 빙결상태의 감을 착즙 농축한 특별한 와인이다. 청도에 위치한 와인 터널 저장고에서 2년간 15도 이하로 저온 발효와 숙성을 기간을 거쳐 출시된다. 풀바디한 특유의 묵직함과 달콤한 벌꿀향, 그리고 산뜻한 산도가 조화롭다. 아로마향과 부케향이 풍부한 고급 와인이다.,  2. 서리 맞은 청도반시로 빚는다 경북 청도의 특산물인 청도반시로 만든 감와인 감그린은 레드와인과 화이트와인의 장점을 두루 갖추고 있다. 감의 풍부한 탄닌은 레드와인의 맛을, 황금빛 컬러와 산뜻한 맛은 화이트와인의 특징을 잘 나타내고 있다. 또한 감그린은 감 특유의 뒤끝 없는 깨끗하고 깔끔한 맛으로 가장 한국적인 와인으로 평가받고 있다.  3. 청도와인터널에서 체험하는 와인 문화 청도와인터널은 대한제국 말기인 1904년에 완공된 철도 터널이었다. 연중 온도 15, 16℃에 습도 60~70%로 와인 숙성을 위한 천혜의 조건을 갖추고 있어, 2006년 2월 말부터 청도와인(주)에서 감와인 숙성고와 시음 공간으로 운영하고 있다. 청도와인터널은 역사기행박물관, 빛이 없는 어둠의 공간, 와인맛 감별 공간 등으로 새롭게 개발된 청도를 대표하는 문화관광지이다.",감그린 아이스와인
398," 1. 일체의 인공첨가물을 넣지 않은 순수한 자연발효의 맛 조선시대에 쓰인 음식조리서에 해당하는 음식디미방에는 소개하는 과하주의 맛은 독하고 달다라고 기록하고 있다. 술아 의 달콤함은 자연적인 발효에 의해 생성되는 맛으로 어떠한 감미료도 첨가하지 않았기 때문에 많이 마셔도 질리지 않는다. 술아는 시간이 지날수록 더욱 깊은 맛을 내며, 천천히 음미하면 계피, 바닐라, 카라멜, 잘 익은 복숭아 맛과 향 등을 느낄 수 있다. 또한, 살균을 하지 않은 生 약주로 신선한 맛과 향을 느낄 수 있다.,  2. 무더운 여름을 난다는 술, 과하주 과하주는 약주와 소주를 혼합한 술이다. 발효 중인 술에 높은 도수의 증류주를 혼합하여 특유의 맛을 만들어냈다. 과하주는 여름에 높은 기온으로 술이 상하기 쉽기 때문에 술 빚기가 어렵던 시절 온도와 습도 등에 따른 술의 변패를 막기 위해 고안된 양조기법이다. 유럽에서는 일반 와인 보다 고가로 치는 포르투갈의 포트와인이나 스페인의 셰리와인과 만드는 방식은 같지만 한국의 과하주는 그들보다 100여년을 앞선 전통문화 유산이다.  3. 봄, 여름, 가을, 겨울을 느껴보는 과하주 시리즈 술아 과하주의 제조사 농업회사법인(주)술아원에서는 봄, 여름, 가을, 겨울의 풍미를 서로 달리 느낄 수 있는 과하주 시리즈 선보이고 있다. 봄의 매화를 넣은 매화주, 여름의 연꽃과 연잎을 넣은 연화주, 가을의 국화를 넣은 국화주, 그리고 겨울은 찹쌀로 빚은 순곡주를 출시하고 있다. 살균을 하지 않은 생약주로 신선한 맛과 향을 느낄 수 있다.",술아 연화주
399," 1. 몸에 좋은 블루베리로 빚은 지역특산주 고창선운산 땡큐블루베리주는 유네스코가 인정한 청정지역 전라북도 고창의 황토 흙에서 자란 블루베리로 빚는다. 복분자로 빚은 과실주는 많은 생산되고 있는 반면 블루베리를 원료로 술을 빚는 제품은 매우 드물다. 고창선운산 땡큐블루베리주는 블루베리의 진한 향이 그대로 담겨 있는 제품으로 달콤새콤한 맛이 일품이다.,  2. 유네스코에서 지정한 생물권 보전지역 고창 전북 고창은 맑고 깨끗한 환경으로 유네스코가 지정한 생물권 보전지역이다. 부드럽고 통기성 좋은 붉은 황토와 농산물 재배에 좋은 서해안의 해풍, 그리고 기후환경으로 우수한 블루베리가 생산되고 있다. (농)고창선운산은 영양만점 고창 블루베리를 착즙하여 제조사에서 획득한 제조특허기술을 접목하여 맛 좋은 블루베리주를 생산하고 있다.  3. 타임지 선정 세계 10대 건강식품 블루베리 블루베리는 북미 대륙의 인디언들이 오래전부터 약용으로 사용한 열매이다. 특히 블루베리는 풍부한 안토시안을 함유하고 있어 많은 나라에서 시력 개선 효과에 주효하다는 연구 발표가 나왔다. 컴퓨터, 모바일 등으로 눈의 피로가 증가한 현대인에게 눈의 영양소로써 역할하고 있다. 타임지 선정 세계 10대 건강식품으로 선정되는 등 세계인에게 사랑받고 있는 식품이다.",고창선운산 땡큐블루베리주
400," 1. 삼양주 제조기법으로 정성에 정성을 더한 술 술그리다 생탁주는 오랜 전통방식인 삼양주 제조기법으로 만든다. 삼양주라고 하면 술을 3회에 걸쳐 빚는다는 뜻으로, 또는 술 빚는 법에 따른 분류법을 가리키는 것으로 인식되어 왔다. 우리 술은 술 빚는 횟수에 따라 단양주, 이양주, 삼양주, 사양주 등으로 구분하기 때문이다. 그 만큼 술을 빚는 이의 정성이 들어간 술이 삼양주이며 깊은 맛을 느낄 수 있다.,  2. 전통방식 그대로 빚은 프리미엄 막걸리 술그리다 생탁주는 조선시대 고급술에 사용되던 양조 기법인 삼양주(세 번 빚는 술)에서 아이디어를 얻어서 실제로 세 번으로 나누어 빚는 삼양주 기법을 사용한 막걸리이다. 소수의 양반가에서만 빚어 마시던 삼양주(三釀酒)를 현대적 취향에 맞게 새로이 복원한 고급 발효주이다. 미생물의 배양을 극대화하여 깊고 풍부한 맛과 향을 자랑하는 제품이다.,  3. 술그리다 생탁주를 더 맛있는 마시는 방법 술그리다 생탁주는 차갑게 보관 했다가 와인잔에 따라 마신다. 얼음 한 두개를 넣어서 마시면 청량감을 더욱 높일 수 있다. 일체 첨가물을 넣지 않은 제품으로 고유의 부드러운 맛과 풍부한 유산균을 함유하고 있어 담백한 맛의 전류과 같은 한식과 매우 잘 어울린다.",술그리다 생탁주
401," 1. 4대째 이어온 80년 전통비법으로 술을 빚다 이원양조장의 역사는 1930년대초로 거슬러 올라간다. 당시 영동조선주조조합으로 시작하였고 이후 금강변에 있던 양조장이 지금의 옥천군으로 옮겨 옥천을 대표하는 지역 양조장으로 70여년 동안 막걸리만을 생산하고 있다. 대부분의 양조장이 흩임누룩을 사용하여 술을 빚지만 이원양조장은 자신들만의 누룩을 함께 사용하여 양조장 고유의 막걸리 맛을 지켜가고 있다. 54년만에 쌀막걸리는 복원한 시인의 마을과 밀막걸리를 복원한 향수를 생산하고 있으며, 쌀과 밀을 혼합한 아이원(I WON ; 이원의 영문표기)을 주력으로 생산하고 있다.,  2. 전통과 현대가 조화된 지역 막걸리 명가 아이원 막걸리는 오랜 전 시골 양조장에서 만들었던 막걸리의 맛을 간직하고 있다. 현재 양조장을 운영하고 있는 4대째 강현준 대표는 2016년부터 양조장 시설을 현대화 하였으나 근래 일반적인 스테인레스 발효조 보다는 300~400L 크기의 항아리를 이용해 발효하는 전통방식만은 고집하고 있다. 전통적인 지역 막걸리의 맛을 지키면서도 현대적인 맛을 가미한 아이원 막걸리는 이제 옥천 지역을 넘어 많은 곳에서 막걸리 애호가의 입맛을 사로잡고 있다.,  3. 2017년 찾아가는 양조장으로 선정되다 이원양조장은 2017년 높은 경쟁률을 뚫고 농식품부에서 지원하는 찾아가는 양조장에 선정되었다. 찾아가는 양조장은 양조장 문화체험과 지역관광을 연계하는 전통주문화체험관광상품이다. 70여년 동안 보존된 양조장 시설과 양조장의 역사를 둘러보며 술 빚기 체험, 막걸리 시음 등 술과 관련된 다양한 체험을 경험할 수 있다.",이이원 막걸리
402," 1. 술은 고대부터 약이요 의술의 시작이다 근대 역사에서 보면 약용으로 오래전부터 술을 활용한 사례를 찾아볼 수 있다. 발효라는 신이 내린 선물은 인간의 잔병을 치료하고 상처를 소독하고, 서로 대작을 하며 마음을 치료하기도 한다. 제조사 제천한약영농조합은 자연의 섭리에 따라 빚는 술로 사람과 사람을 이어주고, 옛 선조들이 술에 가졌던 온전한 정신을 되살리는 다양한 술을 생산하고 있다.  2. 취하는 술이 아닌 기운을 회복하는 술을 만든다 제조사 제천한약영농조합에서 생산하는 다양한 제품들은 모두 한비라는 공통된 브랜드네임을 가지고 있다. 한비의 한(韓)은 대한민국을, 비(秘)는 비밀스러움을 뜻한다. 다시 말해 우리나라의 전통을 이어 받은 비법으로 술을 빚었음을 말하고 있다. 동의보감의 저자 허준의 정신을 계승하여 한방의 지혜를 술에 녹여내고자 한다. 한비는 단순한 술이 아닌 민족의 기력을 회복시켜 주고자 하는 기원을 담고 있다.,  3. 한비의 제품력을 인증하는 수상과 인증 제천한약영농조합에서 생산하는 제품들은 2013년 대한민국 우리술품평회 리큐르 부문과 증류식소주 부문에서 장려상을 수상하고 2015년 한국전통주품평회에서 금상을 수상하였다. 생산하는 제품에 대한 각각의 위생증명서을 포함한 농산물우수관리증명서, 연구개발 전담부서 인증서, IOS 9001, 농공상융합형 중소기업 인증 등을 받았다. 그리고 현대식 제조시설을 갖추고 한국을 넘어 세계시장으로 도약하고 있다.",한비 동충하초술
